Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-28,99.64,99.905,99.36,99.7,1915410.0,0.0,1.0,97.4686196949751,97.72784474735536,97.19472152642238,97.52731215966497,1915410.0
2017-12-27,98.9,99.25,98.565,99.13,2569863.0,0.0,1.0,96.74474596380006,97.08711867449095,96.41704636928162,96.96973374511121,2569863.0
2017-12-26,98.8,98.9234,98.13,98.57,1575239.0,0.0,1.0,96.64692518931695,96.7676360250291,95.99152600028007,96.42193740800577,1575239.0
2017-12-22,98.74,99.04,98.21,98.74,1980248.0,0.0,1.0,96.58823272462706,96.88169504807642,96.06978261986656,96.58823272462706,1980248.0
2017-12-21,98.975,99.19,98.37,98.5,2339526.0,0.0,1.0,96.81811154466239,97.02842620980108,96.22629585903955,96.3534628658676,2339526.0
2017-12-20,99.69,99.94,98.46,98.51,3090945.0,0.0,1.0,97.51753008221665,97.76208201842444,96.31433455607434,96.36324494331592,3090945.0
2017-12-19,100.04,100.39,99.12,99.15,3282602.0,0.0,1.0,97.85990279290756,98.20227550359846,96.9599516676629,96.98929790000784,3282602.0
2017-12-18,99.07,100.5299,98.99,99.68,3485320.0,0.0,1.0,96.91104128042134,98.33912676710034,96.83278466083486,97.50774800476836,3485320.0
2017-12-15,97.86,98.84,97.44,98.52,7891763.0,0.0,1.0,95.72740990917566,96.68605349911019,95.31656265634659,96.37302702076421,7891763.0
2017-12-14,98.32,98.65,97.15,97.15,3464640.0,0.0,1.0,96.17738547179799,96.50019402759227,95.03288241034556,95.03288241034556,3464640.0
2017-12-13,99.12,99.31,97.76,97.78,3463790.0,0.0,1.0,96.9599516676629,97.14581113918082,95.62958913469257,95.64915328958918,3463790.0
2017-12-12,98.88,99.66,98.85,99.37,3455459.0,0.0,1.0,96.72518180890343,97.48818384987172,96.6958355765585,97.2045036038707,3455459.0
2017-12-11,98.6,99.04,98.24,99.0,2984055.0,0.0,1.0,96.45128364035071,96.88169504807642,96.09912885221149,96.84256673828317,2984055.0
2017-12-08,99.0,99.0,98.135,98.55,3850254.0,0.0,1.0,96.84256673828317,96.84256673828317,95.99641703900424,96.40237325310916,3850254.0
2017-12-07,97.76,99.12,97.4836,98.58,3026086.0,0.0,1.0,95.62958913469257,96.9599516676629,95.35921251402122,96.4317194854541,3026086.0
2017-12-06,98.64,98.82,98.17,98.21,3081243.0,0.0,1.0,96.49041195014397,96.66648934421356,96.03065431007333,96.06978261986656,3081243.0
2017-12-05,99.2,99.75,98.5761,98.71,3525091.0,0.0,1.0,97.0382082872494,97.57622254690654,96.42790447524925,96.55888649228213,3525091.0
2017-12-04,98.62,99.17,97.98,98.59,4562372.0,0.0,1.0,96.47084779524734,97.00886205490447,95.84479483855542,96.4415015629024,4562372.0
2017-12-01,98.08,98.22,95.85,97.86,3445157.0,0.0,1.0,95.94261561303851,96.07956469731488,93.76121234206506,95.72740990917566,3445157.0
2017-11-30,97.02,98.49,96.81,97.71,5328348.0,0.0,1.0,94.9057154035175,96.34368078841928,94.70029177710298,95.58067874745099,5328348.0
2017-11-29,95.96,97.32,95.6,96.6,4325133.0,0.0,1.0,93.8688151939965,95.19917772696684,93.51666040585728,94.49486815068842,4325133.0
2017-11-28,93.76,95.28,93.58,95.28,3536397.0,0.0,1.0,91.71675815536798,93.20363392751132,91.54068076129838,93.20363392751132,3536397.0
2017-11-27,93.57,94.0,93.36,93.47,2731266.0,0.0,1.0,91.53089868385005,91.95152801412746,91.32547505743553,91.43307790936694,2731266.0
2017-11-24,93.97,94.12,93.47,93.48,837313.0,0.0,1.0,91.92218178178253,92.0689129435072,91.43307790936694,91.44285998681526,837313.0
2017-11-22,94.39,94.71,93.48,93.82,2158913.0,0.0,1.0,92.3330290346116,92.64605551295756,91.44285998681526,91.77545062005784,2158913.0
2017-11-21,94.42,94.65,94.12,94.41,2917041.0,0.0,1.0,92.36237526695653,92.5873630482677,92.0689129435072,92.35259318950823,2917041.0
2017-11-20,93.92,94.34,93.68,93.95,3456574.0,0.0,1.0,91.87327139454096,92.28411864737005,91.6385015357815,91.9026176268859,3456574.0
2017-11-17,93.31,93.76,92.92,93.69,3261235.0,0.0,1.0,91.27656467019396,91.71675815536798,90.89506364970983,91.6482836132298,3261235.0
2017-11-16,93.55,94.04,93.3,93.56,2586458.0,0.0,1.0,91.51133452895344,91.9906563239207,91.26678259274566,91.52111660640176,2586458.0
2017-11-15,93.27,93.79,92.8,93.26,3236553.0,0.0,1.0,91.23743636040072,91.74610438771292,90.77767872033009,91.22765428295241,3236553.0
2017-11-14,93.57,93.79,92.94,93.76,2843670.0,0.0,1.0,91.53089868385005,91.74610438771292,90.91462780460644,91.71675815536798,2843670.0
2017-11-13,93.0,93.98,92.78,93.9,2708531.0,0.0,1.0,90.97332026929631,91.93196385923083,90.75811456543346,91.85370723964435,2708531.0
2017-11-10,93.79,94.15,93.385,93.52,2714369.0,0.0,1.0,91.74610438771292,92.09825917585214,91.3499302510563,91.4819882966085,2714369.0
2017-11-09,94.34,94.655,93.2804,93.75,3924629.0,0.0,1.0,92.28411864737005,92.59225408699186,91.24760972094697,91.70697607791966,3924629.0
2017-11-08,95.1,95.28,94.45,95.13,2156377.0,0.0,1.0,93.02755653344171,93.20363392751132,92.39172149930147,93.05690276578665,2156377.0
2017-11-07,96.42,96.9,95.18,95.37,3200922.0,0.0,1.0,94.31879075661882,94.78833047413778,93.10581315302821,93.29167262454612,3200922.0
2017-11-06,96.35,96.73,95.93,96.29,1848269.0,0.0,1.0,94.25031621448063,94.62203515751648,93.83946896165156,94.19162374979078,1848269.0
2017-11-03,96.28,96.43,95.78,96.43,2089507.0,0.0,1.0,94.18184167234246,94.32857283406715,93.69273779992689,94.32857283406715,2089507.0
2017-11-02,96.0,96.24,95.39,95.98,3013321.0,0.0,1.0,93.90794350378974,94.14271336254922,93.31123677944275,93.88837934889312,3013321.0
2017-11-01,96.29,96.565,95.44,95.79,2319973.0,0.0,1.0,94.19162374979078,94.46063087961933,93.3601471666843,93.70251987737521,2319973.0
2017-10-31,94.98,95.61,94.52,95.52,3146438.0,0.0,1.0,92.91017160406199,93.5264424833056,92.46019604143964,93.43840378627078,3146438.0
2017-10-30,95.73,96.12,94.84,95.07,3096515.0,0.0,1.0,93.64382741268534,94.02532843316948,92.77322251978562,92.99821030109678,3096515.0
2017-10-27,95.45,96.015,95.03,95.79,3212221.0,0.0,1.0,93.36992924413262,93.92261661996221,92.95908199130353,93.70251987737521,3212221.0
2017-10-26,93.99,95.73,93.98,95.69,4136680.0,0.0,1.0,91.94174593667914,93.64382741268534,91.93196385923083,93.60469910289208,4136680.0
2017-10-25,94.0,94.24,93.27,93.56,3608972.0,0.0,1.0,91.95152801412746,92.18629787288693,91.23743636040072,91.52111660640176,3608972.0
2017-10-24,92.6,93.93,92.33,93.86,4481497.0,0.0,1.0,90.58203717136385,91.88305347198929,90.31792108025944,91.8145789298511,4481497.0
2017-10-23,92.22,93.09,92.22,92.38,2963132.0,0.0,1.0,90.21031822832802,91.06135896633111,90.21031822832802,90.366831467501,2963132.0
2017-10-20,92.84,93.285,91.97,92.09,4442193.0,0.0,1.0,90.81680703012333,91.25210947657318,89.96576629212024,90.08315122149997,4442193.0
2017-10-19,90.4,92.95,90.035,91.9,6511826.0,0.0,1.0,88.42998013273535,90.92440988205476,88.07293430587197,89.89729174998206,6511826.0
2017-10-18,91.8,92.27,91.68,92.08,4720217.0,0.0,1.0,89.79947097549893,90.25922861556957,89.68208604611921,90.07336914405165,4720217.0
2017-10-17,91.94,92.1,91.58,91.69,2939556.0,0.0,1.0,89.9364200597753,90.09293329894828,89.58426527163608,89.69186812356752,2939556.0
2017-10-16,93.04,93.35,90.81,91.96,4293977.0,0.0,1.0,91.01244857908956,91.3156929799872,88.83104530811612,89.95598421467191,4293977.0
